347;80463;57;99587;SUMINAIKMA;
348;80464;57;99587;TAGABAGA;
349;80465;57;99587;ULUHUFUK;
350;80466;57;99587;ULUN;
351;80467;57;99587;ULUSI;
352;80468;57;99587;USABIYE;
353;80469;57;99587;UWAMBO SATU;
354;80470;57;99587;WABUHUK;
355;80471;57;99587;WAGHASILIMO;
356;80472;57;99587;WALAGIMA;
357;80473;57;99587;WAMBAL;
358;80474;57;99587;WAMBALFAK;
359;80475;57;99587;WAMBO;
360;80476;57;99587;WAMHOR;
361;80477;57;99587;WANDIKBONGKION;
362;80478;57;99587;WANGGIBO;
363;80479;57;99587;WANGKUN;
364;80480;57;99587;WAROHAM;
365;80481;57;99587;WENEMIKMA;
366;80482;57;99587;WILAK;
367;80483;57;99587;WILEROMA;
368;80484;57;99587;WILTLANGGO;
369;80485;57;99587;WOROL;
370;80486;57;99587;WURUPIKMA;
371;80487;57;99587;WUTLARIN;
372;80488;57;99587;YABUSUP;
373;80489;57;99587;YAHATMA;
374;80490;57;99587;YAMA;
375;80491;57;99587;YAMBAIKMA;
376;80492;57;99587;YANAMIK;
377;80493;57;99587;YANGKIKALMA;
378;80494;57;99587;YAWAN;
379;80495;57;99587;YUTANGGO;
380;80496;58;99611;RIMBA JAYA;
381;80497;58;99611;WASUR;
382;80498;58;99612;KELAPA LIMA;
383;80499;58;99613;MARO;
384;80500;58;99614;KARANG INDAH;
385;80501;58;99615;SAMKAI (KARANG SAMKAI);
386;80502;58;99616;BAMBU PEMALI;
387;80503;59;99616;KONDO;
388;80504;59;99616;KULER (TUNAS BARU);
389;80505;58;99616;MANDALA;
390;80506;58;99616;NASEM;
391;80507;59;99616;ONGGAYA;
392;80508;58;99616;SERINGGU JAYA;
393;80509;59;99616;TOMER;
394;80510;59;99616;TOMERAU;
395;80511;60;99651;AMUNKAI (AMUN KAY);
396;80512;60;99651;BERSEHATI;
397;80513;60;99651;HIDUP BARU;
398;80514;60;99651;ISANOMBIAS;
399;80515;61;99651;KUPER;
400;80516;61;99651;KUPRIK;
401;80517;61;99651;MARGA MULYA;
402;80518;61;99651;MATARA;
403;80519;61;99651;MURAMSARI;
404;80520;60;99651;NGGUTIBOB (NGUNTI BOB);
405;80521;60;99651;SARMAYAM INDAH (SERMAYAM);
406;80522;61;99651;SEMANGGA JAYA (SEMANGGI JAYA);
407;80523;61;99651;SIDOMULYO;
408;80524;60;99651;SOA;
409;80525;60;99651;SUMBER HARAPAN;
410;80526;60;99651;TAMBAT;
411;80527;61;99651;URUMB;
412;80528;61;99651;WANINGGAP KAY/KAI;
413;80529;60;99651;WANINGGAP MIRAF;
414;80530;61;99651;WANINGGAP NANGGO;
415;80531;60;99651;WANINGGAP SAY;
416;80532;60;99651;YABAMARU;
417;80533;60;99651;YASA MULYA (JOSO MULIA);
418;80534;62;99652;ANDAITO;
419;80535;63;99652;BAIDUB;
420;80536;63;99652;BELBELAND;
421;80537;62;99652;BOHA;
422;80538;64;99652;BOUWER;
423;80539;64;99652;BUMUN;
424;80540;64;99652;BUNGGAY;
425;80541;64;99652;BUPUL;
426;80542;64;99652;BUPUL INDAH;
427;80543;62;99652;EFKAB MAKMUR (METAAT MAKMUR);
428;80544;64;99652;ENGGAL JAYA;
429;80545;62;99652;ENGGOL JAYA (ELANGGOL JAYA);
430;80546;64;99652;GERISER (GERISAR);
431;80547;63;99652;KAFYAMKE;
432;80548;63;99652;KANDRAKAI;
433;80549;63;99652;KINDIKI;
434;80550;63;99652;KIRELI;
435;80551;62;99652;KOLAM;
436;80552;63;99652;KUMAAF;
437;80553;64;99652;KWEEL;
438;80554;63;99652;MANDEKMAN;
439;80555;62;99652;MANWAY BOB (MAN WAI BOB);
440;80556;64;99652;METAAT MAKMUR (MANTAAT MAKMUR);
441;80557;62;99652;MUTING;
442;80558;63;99652;NGGAYU;
443;80559;62;99652;PACHAS;
444;80560;63;99652;RAWAHAYU;
445;80561;62;99652;SEED AGUNG (SEDAYU AGUNG PRASASTI);
446;80562;62;99652;SELAUW;
447;80563;63;99652;SELIL;
448;80564;62;99652;SIGABEL JAYA;
449;80565;64;99652;SIPIAS;
450;80566;64;99652;TANAS (TANAAS);
451;80567;64;99652;TOF-TOF (TAFTOF);
452;80568;62;99652;WAN (WAAN);
453;80569;65;99654;ALAKU;
454;80570;65;99654;ALATEP (ALATEPI);
455;80571;66;99654;DODALIM;
456;80572;66;99654;DOKIB;
457;80573;65;99654;DUFMIRA (DUFMIRAF);
458;80574;67;99654;IHALIK;
459;80575;65;99654;IWOL;
460;80576;67;99654;KANIS KOBAT;
461;80577;67;99654;KAPTEL;
462;80578;67;99654;KWEMZIED (KWEMZID);
463;80579;65;99654;MAKALING;
464;80580;68;99654;NAKIAS;
465;80581;65;99654;OKABA;
466;80582;68;99654;PO EPE;
467;80583;68;99654;SALAMEPE (SALAM-EPE);
468;80584;65;99654;SANGGASE;
469;80585;68;99654;TAGA EPE;
470;80586;66;99654;WAMAL;
471;80587;65;99654;WAMBI;
472;80588;66;99654;WELBUTI;
473;80589;66;99654;WOBOYO;
474;80590;68;99654;YAWIMU;
475;80591;66;99654;YOWIT (YOWIED);
476;80592;69;99655;BAMOL DUA (II);
477;80593;69;99655;BAMOL SATU (I);
478;80594;70;99655;BANLI;
479;80595;71;99655;BIBIKEM;
480;80596;70;99655;DEKA;
481;80597;69;99655;IROMORO;
482;80598;70;99655;KAIMAAN (KIMAAM);
483;80599;70;99655;KALILAM;
484;80600;72;99655;KAWE;
485;80601;70;99655;KIWORO;
486;80602;72;99655;KLADAR;
487;80603;70;99655;KOMOLOM;
488;80604;69;99655;KONJOMBANDO;
489;80605;72;99655;KONORAU;
490;80606;70;99655;KUMBIS;
491;80607;70;99655;MAMBUM (MAMBAI);
492;80608;71;99655;PADUA;
493;80609;72;99655;SABON;
494;80610;70;99655;SABUDOM (SABUDON);
495;80611;72;99655;SIBENDA;
496;80612;69;99655;SUAM;
497;80613;69;99655;TABONJI;
498;80614;70;99655;TERI;
499;80615;72;99655;TOR;
500;80616;70;99655;TURIRAM;
501;80617;72;99655;WAAN (WAN);
502;80618;71;99655;WANAM;
503;80619;70;99655;WANAM KEM;
504;80620;69;99655;WANGGAMBI;
505;80621;72;99655;WETAU;
506;80622;71;99655;WOGEKEL (WOGIKEL);
507;80623;70;99655;WONER;
508;80624;69;99655;YAMUKA;
509;80625;69;99655;YERAHA;
510;80626;73;99656;ANGGER PARMEGI (PERMEGI);
511;80627;74;99656;BAAD;
512;80628;73;99656;BLANDIN KAKAYO;
513;80629;75;99656;DOMANDE;
514;80630;76;99656;ERAMBU;
515;80631;73;99656;GURINDA JAYA;
516;80632;77;99656;HARAPAN MAKMUR;
517;80633;77;99656;IVI MAHAD;
518;80634;73;99656;JAGEBOB RAYA;
519;80635;77;99656;JAYA MAKMUR;
520;80636;73;99656;JEMUNAEN JAYA (JEMUNAIM JAYA);
521;80637;75;99656;KAIBURSE (KALIBURSE);
522;80638;74;99656;KAISAH;
523;80639;77;99656;KALIKI;
524;80640;73;99656;KAMNO SARI;
525;80641;73;99656;KARTINI;
526;80642;74;99656;KOA;
527;80643;75;99656;KUMBE;
528;80644;77;99656;KURIK;
529;80645;73;99656;MAKARTI JAYA;
530;80646;73;99656;MELIN MEGIKAR;
531;80647;73;99656;MIMI BARU;
532;80648;73;99656;NALKIN;
533;80649;73;99656;OBATHROW (OBAA TROOW_;
534;80650;75;99656;ONGGARI;
535;80651;75;99656;PADANG RAHARJA;
536;80652;73;99656;POO;
537;80653;76;99656;RAWA BIRU;
538;80654;75;99656;RAWASARI;
539;80655;77;99656;SALOR INDAH;
540;80656;74;99656;SENEGI;
541;80657;76;99656;SOTA;
542;80658;75;99656;SUKA MAJU;
543;80659;77;99656;SUMBER MULIA;
544;80660;77;99656;SUMBER REJEKI;
545;80661;77;99656;TELAGA SARI;
546;80662;76;99656;TORAY (TORRAY);
547;80663;74;99656;WAYAU (WAYAO/WAJAU);
548;80664;73;99656;WENDA ASRI;
549;80665;76;99656;YANGGANDUR;
550;80666;78;99661;AIWAT;
551;80667;79;99661;ANGGAI;
552;80668;79;99661;ASIKI;
553;80669;79;99661;BUTIPTIRI;
554;80670;79;99661;GETENTIRI;
555;80671;80;99661;JAIR;
556;80672;78;99661;KAISA (KAISAH);
557;80673;79;99661;KAPOGU;
558;80674;81;99661;METTO;
559;80675;79;99661;MIRI;
560;80676;81;99661;OBINANGGE;
561;80677;78;99661;SUBUR;
562;80678;81;99661;UJUNGKIA;
563;80679;78;99661;WAGHAI (BHAKTI);
564;80680;81;99661;WATEMU;
565;80681;82;99662;AMBORAN;
566;80682;83;99662;AMUAN;
567;80683;84;99662;ANDOPBIT;
568;80684;82;99662;ANGGAMBURAN;
569;80685;84;99662;ANGGUMBIT;
570;80686;85;99662;AUTRIOP;
571;80687;83;99662;AWAYANKA;
572;80688;84;99662;AWAYANKA;
573;80689;84;99662;EPSEMBIT;
574;80690;84;99662;IMKO;
575;80691;84;99662;KAKUNA;
576;80692;84;99662;KAMKA;
577;80693;82;99662;KANGGUP;
578;80694;83;99662;KAWANGTET;
579;80695;85;99662;LANGGOAN;
580;80696;84;99662;MINDIPTANA;
581;80697;83;99662;MOKBIRAN;
582;80698;84;99662;NIYIMBANG;
583;80699;85;99662;OGENETAN (OGENATHAN);
584;80700;84;99662;OSSO;
585;80701;82;99662;SESNUK;
586;80702;85;99662;TETOP;
587;80703;84;99662;TINGGAM;
588;80704;84;99662;UMAP;
589;80705;84;99662;WANGGAT KIBI;
